venta_id,sucursal_id,producto_id,cantidad,monto_total,metodo_pago,fecha_venta,canal
V004518,S02,P01423,4,16233.36,TC,2026-06-19,tienda_fisica
V014969,S26,P01864,1,,TARJETA,2026-03-19,tienda_fisica
V007210,S32,P00827,1,5213.16,plin,2026-07-18,tienda_fisica
V012297,S08,P00805,2,7492.4,EFECTIVO,2026-06-10,tienda_fisica
V013605,S22,P01399,3,3567.15,Yape,2026-07-25,tienda_fisica
V010860,S29,P01666,1,1461.76,tarjeta,2026-07-07,tienda_fisica
V012891,S26,P02586,1,4051.13,YAPE,2026-06-07,tienda_fisica
V012885,S15,P01008,4,13852.48,Yape,2026-02-25,tienda_fisica
V011293,S09,P01534,4,23887.32,efectivo,2026-04-15,tienda_fisica
V010953,S40,P01837,4,6393.29,efectivo,2026-06-25,tienda_fisica
V004721,S33,P01452,3,17424.28,tarjeta,2026-08-14,tienda_fisica
V004856,S02,P01797,2,5097.55,plin,2026-04-16,tienda_fisica
V013321,,P02397,1,5720.23,Tarjeta de credito,2026-07-05,tienda_fisica
V003826,S07,P01131,4,30140.59,tarjeta_credito,2026-04-14,tienda_fisica
V010622,S31,P00308,3,9738.52,Plin,2026-02-02,tienda_fisica
V007137,S04,P00047,4,1223.75,transferencia,2026-01-04,ecommerce
V006047,S34,P02147,1,4751.13,EFECTIVO,2026-02-15,tienda_fisica
V002216,S13,P01157,2,5411.14,Yape,2026-04-15,tienda_fisica
V010355,,P01749,2,14758.75,Efectivo,2026-02-19,ecommerce
V008732,S36,P01024,1,4813.76,Transferencia bancaria,2026-05-17,tienda_fisica
V006917,S15,P02325,3,13660.69,Efectivo,2026-03-23,tienda_fisica
V001671,S37,P01479,4,10874.36,Plin,2026-01-04,tienda_fisica
V005411,S37,P01919,1,3961.27,Efectivo,2026-01-06,tienda_fisica
V006276,S07,P02533,2,15970.9,TC,2026-07-02,ecommerce
V003781,S13,P00438,1,1325.69,Plin,2026-01-14,tienda_fisica
V012060,S14,P01547,1,5715.03,plin,2026-01-03,ecommerce
V012471,,P02791,4,27560.78,yape,2026-01-16,ecommerce
V000123,S14,P00155,1,,Tarjeta de credito,2026-01-27,ecommerce
V000018,S28,P01296,3,21007.29,PLIN,2026-01-15,tienda_fisica
V008748,S05,P00715,4,21250.54,efectivo,07/04/2026,ecommerce
V006184,S20,P02284,2,9502.69,Plin,2026-01-05,tienda_fisica
V006892,S18,P02153,4,4336.36,Yape,2026-08-21,tienda_fisica
V001558,S19,P02782,3,14289.45,efectivo,2026-08-08,tienda_fisica
V000443,S21,P00077,3,8085.03,tarjeta,2026-06-26,tienda_fisica
V010879,S14,P00550,3,19041.91,Plin,2026-05-16,ecommerce
V003190,S05,P00913,4,8110.15,Yape,2026-03-13,tienda_fisica
V002460,S11,P01402,4,25644.56,TARJETA,2026-05-25,tienda_fisica
V005577,S13,P01431,2,10875.27,Efectivo,2026-05-16,tienda_fisica
V008496,S19,P02865,4,30303.96,YAPE,2026-01-15,tienda_fisica
V006913,S08,P01960,3,5169.67,Plin,2026-03-22,tienda_fisica
V014376,S16,P01265,3,6210.63,Efectivo,2026-04-28,tienda_fisica
V011408,S03,P01908,3,7419.08,Tarjeta de credito,2026-01-19,tienda_fisica
V001506,S33,P02153,2,10416.21,TC,2026-08-09,tienda_fisica
V007229,S12,P00840,2,12460.15,transferencia,2026-03-17,tienda_fisica
V002743,S14,P01895,2,8685.57,Tarjeta de credito,2026-02-28,tienda_fisica
V004682,S15,P00803,2,1186.34,tarjeta,2026-02-28,tienda_fisica
V013550,S27,P01898,2,7361.65,PLIN,2026-04-11,tienda_fisica
V000251,S01,P02193,4,4526.94,tarjeta,2026-06-24,ecommerce
V010580,S31,P02101,4,30211.86,TARJETA,2026-06-01,tienda_fisica
V002242,S34,P00264,1,4580.0,transferencia,2026-06-25,tienda_fisica
V011136,S20,P02776,4,934.1,Efectivo,2026-07-25,tienda_fisica
V003416,S17,P02383,1,1730.57,Efectivo,2026-08-28,tienda_fisica
V008754,S04,P01145,1,6101.05,transferencia,2026-03-09,tienda_fisica
V007254,S23,P01211,4,3536.99,Yape,2026-05-07,ecommerce
V013524,S26,P00244,4,15039.17,EFECTIVO,2026-04-28,tienda_fisica
V011540,S38,P01073,2,5533.35,transferencia,2026-05-16,tienda_fisica
V002077,S21,P00868,2,15076.46,TC,2026-02-07,tienda_fisica
V009575,S36,P02081,3,6145.33,Plin,2026-01-24,tienda_fisica
V004041,S22,P02811,1,5367.73,Yape,2026-05-09,tienda_fisica
V002910,S15,P02788,3,2532.7,plin,2026-01-09,tienda_fisica
V010936,S16,P02669,4,5037.38,TARJETA,2026-04-24,tienda_fisica
V004329,S20,P00283,4,13999.12,PLIN,2026-01-12,ecommerce
V006891,S06,P02035,4,25768.16,tarjeta_credito,2026-04-25,ecommerce
V012525,S35,P02202,4,14841.55,PLIN,2026-05-19,ecommerce
V012457,S32,P00541,4,13321.75,Tarjeta de credito,2026-06-12,tienda_fisica
V009954,S07,P01435,4,3428.31,efectivo,2026-01-02,ecommerce
V012705,S32,P02414,3,16734.41,Tarjeta de credito,2026-04-18,ecommerce
V000955,S23,P01668,1,7380.81,Tarjeta de credito,2026-04-09,ecommerce
V004531,S03,P02719,4,22481.9,TARJETA,2026-07-19,ecommerce
V008658,S05,P01988,3,12651.44,TC,2026-01-18,tienda_fisica
V014148,S23,P02570,4,28384.08,plin,2026-08-07,tienda_fisica
V000469,S20,P02396,3,19866.31,Tarjeta de credito,2026-01-21,ecommerce
V009659,S14,P02728,4,26592.69,EFV,2026-01-27,tienda_fisica
V004853,S18,P01947,4,2092.32,yape,2026-01-15,tienda_fisica
V011246,S11,P00483,4,,Plin,2026-01-06,tienda_fisica
V004903,S25,P00748,4,19908.55,Plin,2026-05-11,tienda_fisica
V004062,S22,P02057,4,6171.79,EFV,2026-03-13,tienda_fisica
V012684,S26,P01689,3,14133.99,efectivo,2026-04-14,tienda_fisica
V005125,S29,P00599,1,1457.82,Transferencia bancaria,2026-05-26,tienda_fisica
V005997,S02,P00986,4,24774.25,Transferencia bancaria,2026-08-02,ecommerce
V013660,S26,P00979,3,23278.12,efectivo,2026-07-08,tienda_fisica
V002651,S30,P01529,1,648.6,YAPE,2026-02-23,tienda_fisica
V006060,S13,P00064,4,8540.8,plin,2026-07-22,tienda_fisica
V014532,S21,P01708,1,6972.02,Efectivo,2026-02-06,tienda_fisica
V001312,S05,P01160,3,22785.66,EFECTIVO,2026-03-15,tienda_fisica
V008512,S24,P01303,2,6255.79,Plin,2026-04-28,ecommerce
V000641,S16,P00213,2,3686.1,Efectivo,2026-03-09,tienda_fisica
V010833,S05,P00720,1,,tarjeta,2026-08-24,ecommerce
V002805,S11,P00648,2,14103.03,yape,2026-03-20,tienda_fisica
V005218,S28,P02974,2,6447.12,tarjeta_credito,2026-08-23,tienda_fisica
V000670,S07,P01408,3,21986.14,tarjeta_credito,2026-01-20,ecommerce
V006004,S37,P00571,2,8140.12,efectivo,2026-06-22,tienda_fisica
V002861,S38,P00111,1,2033.17,EFV,2026-06-23,tienda_fisica
V011784,S17,P00604,2,1081.15,Efectivo,2026-03-17,tienda_fisica
V012989,S14,P02739,1,6078.65,EFECTIVO,2026-06-11,tienda_fisica
V003188,S37,P01472,4,19744.1,Yape,2026-05-05,tienda_fisica
V008686,S31,P00869,1,3664.93,tarjeta_credito,2026-01-15,tienda_fisica
V009120,S25,P00022,2,9082.27,YAPE,2026-04-11,tienda_fisica
V004728,S23,P01898,4,21454.43,TARJETA,2026-07-24,ecommerce
V009746,S02,P01037,2,2523.27,TARJETA,2026-05-27,tienda_fisica
V007356,S39,P00592,1,2559.21,PLIN,2026-06-18,tienda_fisica
V005532,S10,P00396,1,5161.27,efectivo,2026-03-15,tienda_fisica
V003717,S18,P02220,2,1570.24,Yape,2026-01-23,ecommerce
V014707,S32,P00696,2,12998.04,TC,2026-07-04,ecommerce
V002988,S08,P00811,4,27462.86,YAPE,2026-06-28,tienda_fisica
V000899,S40,P00601,1,169.19,Yape,2026-03-02,tienda_fisica
V011857,S36,P01163,4,,Transferencia bancaria,2026-01-11,tienda_fisica
V005988,S27,P01102,1,5251.37,YAPE,2026-01-13,ecommerce
V003803,S30,P02544,3,15032.71,tarjeta_credito,2026-08-09,tienda_fisica
V013274,S21,P01277,1,4403.18,yape,2026-07-25,ecommerce
V013257,S08,P01965,3,17993.98,plin,2026-03-07,ecommerce
V006719,,P00061,4,13848.47,plin,2026-04-09,tienda_fisica
V000875,S02,P02630,1,4011.65,EFECTIVO,2026-04-16,tienda_fisica
V014302,S08,P02637,1,2330.03,plin,2026-08-03,tienda_fisica
V005317,S05,P01343,2,1348.18,Tarjeta de credito,2026-08-08,tienda_fisica
V012069,S24,P02565,3,4620.59,plin,2026-06-11,tienda_fisica
V011711,S07,P00995,2,1080.89,TC,2026-01-11,tienda_fisica
V010130,S35,P01112,1,5355.92,TARJETA,2026-08-13,tienda_fisica
V003742,S28,P02269,2,8961.69,plin,2026-05-22,tienda_fisica
V008440,S11,P01225,4,23347.83,EFV,2026-01-28,ecommerce
V002587,S06,P00315,3,4300.87,EFV,2026-07-27,tienda_fisica
V011541,S14,P02131,2,13315.52,yape,2026-03-18,tienda_fisica
V003767,S03,P01308,1,2129.33,Efectivo,2026-08-27,ecommerce
V004911,S11,P02248,3,21755.03,TARJETA,2026-01-09,tienda_fisica
V009911,,P00505,4,18274.29,PLIN,2026-05-26,tienda_fisica
V002822,S04,P01870,3,23532.36,Efectivo,2026-06-17,tienda_fisica
V011272,,P02260,3,3652.03,TARJETA,2026-08-26,tienda_fisica
V011157,S14,P01471,4,5294.52,efectivo,2026-04-05,tienda_fisica
V012669,S35,P00050,1,-5111.21,TARJETA,2026-01-04,tienda_fisica
V000311,S36,P02198,4,11713.59,Transferencia bancaria,2026-02-23,tienda_fisica
V008312,S10,P02756,3,1779.15,EFECTIVO,2026-07-22,tienda_fisica
V010027,S19,P02798,3,19171.05,yape,2026-03-03,ecommerce
V009944,S24,P02767,2,6433.62,tarjeta_credito,2026-06-06,tienda_fisica
V007261,S26,P01050,3,18670.61,Tarjeta de credito,2026-04-14,tienda_fisica
V010790,S25,P02574,4,20524.53,Plin,2026-07-10,tienda_fisica
V006317,S35,P00710,3,6019.42,plin,2026-05-15,tienda_fisica
V011822,S38,P00241,1,7059.91,Tarjeta de credito,2026-01-21,ecommerce
V010973,S30,P01825,4,21935.82,Efectivo,2026-02-15,ecommerce
V013945,S31,P02753,4,22136.41,TC,2026-04-18,tienda_fisica
V009862,S29,P02786,4,24008.66,EFV,2026-02-21,ecommerce
V012805,S05,P02621,4,-2675.57,TARJETA,2026-03-10,tienda_fisica
V001367,S16,P01495,2,,Efectivo,2026-07-27,tienda_fisica
V009063,S11,P02906,2,1852.61,PLIN,2026-06-22,tienda_fisica
V001783,S20,P02771,4,29086.13,plin,2026-01-05,ecommerce
V006877,S23,P00831,3,4664.11,Efectivo,2026-07-28,ecommerce
V008752,S35,P00835,1,-3848.82,EFECTIVO,2026-08-27,tienda_fisica
V005162,S07,P01610,3,21869.67,EFECTIVO,2026-02-15,tienda_fisica
V004020,S14,P02928,3,9963.45,efectivo,2026-03-26,ecommerce
V007213,S36,P01715,3,2865.63,transferencia,2026-07-21,tienda_fisica
V010687,S17,P00106,4,25390.34,Plin,2026-05-17,ecommerce
V011724,S07,P01286,1,1834.76,TC,2026-08-20,ecommerce
V002294,S19,P00424,1,5574.59,EFECTIVO,2026-05-10,tienda_fisica
V003572,S32,P00115,4,3782.12,EFV,2026-04-22,ecommerce
V007888,S08,P02640,1,1513.61,EFECTIVO,2026-08-21,ecommerce
V012950,S38,P00908,2,6755.67,TC,2026-07-25,tienda_fisica
V001288,S39,P01464,2,1766.66,Yape,2026-01-02,tienda_fisica
V013666,S33,P00126,3,3405.92,yape,2026-04-09,ecommerce
V008416,S35,P01943,4,2930.75,TARJETA,2026-07-01,tienda_fisica
V007787,S29,P01073,3,7611.72,YAPE,2026-04-22,tienda_fisica
V013695,S14,P02591,2,6948.79,Plin,2026-02-18,tienda_fisica
V011882,S27,P00412,4,5988.55,YAPE,2026-07-12,ecommerce
V011545,S02,P01321,3,14632.41,TC,01/02/2026,tienda_fisica
V002583,S01,P01438,1,5146.52,Yape,2026-03-03,tienda_fisica
V005087,S14,P00649,3,11514.36,transferencia,2026-02-21,tienda_fisica
V001894,S38,P02688,1,1691.1,YAPE,2026-06-14,tienda_fisica
V002303,S40,P01630,4,9036.1,tarjeta,2026-07-21,tienda_fisica
V014850,S15,P00528,3,23686.97,YAPE,2026-03-12,ecommerce
V001952,S18,P00627,2,12454.73,EFECTIVO,2026-04-05,tienda_fisica
V013720,S24,P01656,3,18655.84,TC,2026-01-22,tienda_fisica
V010351,S15,P01806,3,3225.0,efectivo,2026-08-14,ecommerce
V002479,,P00753,1,3058.04,TC,2026-05-26,tienda_fisica
V012598,S35,P01903,3,5174.67,transferencia,2026-01-03,tienda_fisica
V009071,S10,P00105,2,5459.32,Transferencia bancaria,2026-03-01,ecommerce
V012431,,P02348,1,2845.19,Transferencia bancaria,2026-01-18,tienda_fisica
V001504,S13,P01879,3,4828.21,YAPE,2026-04-08,tienda_fisica
V003198,S38,P02739,3,20445.71,PLIN,2026-05-09,tienda_fisica
V007554,S08,P01692,2,12429.6,tarjeta_credito,2026-03-12,tienda_fisica
V013231,S30,P01168,1,1496.71,tarjeta_credito,2026-06-23,tienda_fisica
V010161,S17,P02119,4,13261.34,tarjeta_credito,2026-03-17,tienda_fisica
V010767,S37,P00097,1,7969.12,YAPE,2026-06-08,tienda_fisica
V004684,S01,P01761,2,9756.42,YAPE,2026-08-19,tienda_fisica
V002634,S23,P02073,2,3144.05,YAPE,20/01/2026,tienda_fisica
V004150,S33,P02598,4,22455.37,plin,2026-04-07,ecommerce
V008309,S37,P00130,3,13917.57,tarjeta,2026-05-03,tienda_fisica
V009580,S19,P00092,2,10095.09,PLIN,2026-02-20,tienda_fisica
V013668,S19,P00932,3,20365.68,EFV,2026-04-05,tienda_fisica
V008407,S09,P00430,1,1645.17,Plin,2026-01-20,ecommerce
V002005,S11,P00723,3,18092.67,yape,2026-02-12,ecommerce
V007276,S02,P02968,1,2093.8,transferencia,2026-03-26,tienda_fisica
V000060,,P00551,2,2398.14,Efectivo,2026-03-13,tienda_fisica
V011998,S18,P01280,4,8471.59,Tarjeta de credito,2026-08-06,tienda_fisica
V012268,S29,P02650,3,21730.85,EFECTIVO,2026-03-19,tienda_fisica
V001169,S10,P02492,3,2291.0,TC,2026-07-03,tienda_fisica
V008586,S38,P02498,4,9150.58,Tarjeta de credito,2026-02-15,tienda_fisica
V001629,,P02917,3,17184.41,Plin,2026-07-03,tienda_fisica
V002623,S20,P01153,3,1862.6,YAPE,2026-07-07,tienda_fisica
V014012,S22,P01523,1,2595.48,TC,2026-03-07,ecommerce
V014547,S04,P02970,3,19083.96,Yape,2026-03-25,tienda_fisica
V007899,S38,P00628,4,17907.4,EFV,2026-05-19,tienda_fisica
V000227,S29,P02768,4,1320.35,Transferencia bancaria,2026-02-15,ecommerce
V003590,S17,P02666,2,6877.21,Efectivo,2026-04-12,tienda_fisica
V002738,S03,P01338,4,13332.69,Yape,2026-07-07,tienda_fisica
V012434,S11,P02753,3,,tarjeta,2026-04-25,tienda_fisica
V014937,S30,P02810,4,29532.71,tarjeta,2026-06-19,ecommerce
V011006,S22,P00853,4,29008.92,YAPE,2026-02-13,tienda_fisica
V009543,S31,P01613,4,2890.87,tarjeta,2026-03-02,tienda_fisica
V013913,S16,P02589,4,19121.32,PLIN,2026-08-22,tienda_fisica
V007180,S29,P02930,4,20865.15,TARJETA,2026-04-18,tienda_fisica
V008981,S35,P02443,3,9938.89,Plin,2026-02-13,tienda_fisica
V001731,S31,P00319,1,3767.97,plin,2026-03-14,tienda_fisica
V014070,S24,P00374,4,29692.81,transferencia,2026-03-06,tienda_fisica
V008053,S22,P02940,3,9307.59,TC,2026-08-23,tienda_fisica
V003939,S16,P02567,4,24561.29,transferencia,2026-08-08,tienda_fisica
V011245,S13,P01183,2,12938.88,Plin,2026-03-15,tienda_fisica
V011710,S25,P00496,2,8756.03,Efectivo,2026-06-10,tienda_fisica
V011472,S25,P01002,4,-12516.19,Transferencia bancaria,2026-08-14,ecommerce
V003247,S13,P01591,3,2791.83,Efectivo,2026-03-23,tienda_fisica
V003838,S25,P00980,2,12982.0,PLIN,2026-02-19,tienda_fisica
V002004,S28,P01280,1,3639.58,transferencia,2026-02-13,ecommerce
V011111,S15,P02378,1,565.65,plin,2026-07-17,tienda_fisica
V002979,S28,P02275,2,14912.96,transferencia,2026-04-13,tienda_fisica
V004905,S13,P00267,4,25615.38,efectivo,2026-03-22,tienda_fisica
V003365,S14,P01302,4,23580.55,yape,2026-03-02,tienda_fisica
V013908,S22,P01211,3,3797.43,Plin,2026-08-10,tienda_fisica
V014767,S39,P01756,2,15194.63,transferencia,2026-04-15,tienda_fisica
V008295,S38,P02039,4,19204.61,tarjeta,2026-06-14,tienda_fisica
V002539,S11,P00018,3,4710.15,TC,2026-04-04,ecommerce
V002480,S24,P00230,1,1629.96,efectivo,09/03/2026,ecommerce
V000842,S11,P02113,1,4752.84,yape,2026-01-25,tienda_fisica
V014030,S15,P02862,4,26401.58,Plin,2026-05-17,ecommerce
V012624,S31,P01554,3,6482.91,EFECTIVO,2026-08-10,tienda_fisica
V007791,S26,P01513,3,19824.31,Tarjeta de credito,2026-03-28,tienda_fisica
V013516,S31,P02236,3,8106.92,TC,2026-07-13,tienda_fisica
V007592,S15,P02021,3,13717.0,plin,2026-08-25,tienda_fisica
V002819,S19,P01067,4,9355.5,PLIN,2026-01-14,ecommerce
V004926,S30,P02321,3,22244.85,yape,2026-03-24,tienda_fisica
V004481,S22,P01390,2,5199.37,YAPE,2026-08-25,ecommerce
V013951,S16,P02338,3,3355.13,Transferencia bancaria,2026-03-23,ecommerce
V011560,S14,P02726,3,6752.2,PLIN,2026-03-14,tienda_fisica
V007604,S37,P00335,3,18846.5,Yape,2026-08-24,ecommerce
V002138,S28,P00326,2,7310.63,Plin,2026-04-13,tienda_fisica
V003930,S33,P01878,3,17186.83,Tarjeta de credito,2026-03-23,tienda_fisica
V011120,S07,P01565,4,9080.69,PLIN,2026-03-11,ecommerce
V003193,S39,P00008,4,26437.06,Plin,2026-05-05,ecommerce
V008537,S19,P00802,1,3046.06,tarjeta,2026-08-15,tienda_fisica
V006132,S13,P01339,1,4600.84,Yape,2026-01-14,ecommerce
V003170,S26,P02690,3,15248.35,efectivo,2026-02-19,tienda_fisica
V007271,S18,P00622,2,6527.2,TC,2026-03-26,ecommerce
V005029,S11,P01315,3,20897.33,Yape,2026-03-27,tienda_fisica
V002860,S23,P00196,4,18190.31,Efectivo,2026-01-04,tienda_fisica
V012900,S38,P00995,4,18133.99,Transferencia bancaria,2026-02-26,ecommerce
V006059,S15,P00346,1,7103.97,EFV,2026-02-14,ecommerce
V006200,S12,P00869,1,6103.41,Plin,2026-06-15,tienda_fisica
V001415,S05,P00282,3,12106.16,TARJETA,2026-08-24,tienda_fisica
V008467,S06,P00989,3,16245.77,Tarjeta de credito,2026-05-07,tienda_fisica
V008872,S16,P01692,4,27932.51,TARJETA,2026-04-21,ecommerce
V012678,S19,P01590,3,13899.72,Efectivo,2026-06-17,tienda_fisica
V007618,S09,P02479,4,15268.98,TC,2026-06-17,tienda_fisica
V012818,S06,P00971,4,2336.24,TARJETA,2026-05-14,tienda_fisica
V007101,S31,P02652,3,18696.48,tarjeta,2026-08-13,tienda_fisica
V011590,,P01775,2,2739.88,Tarjeta de credito,2026-06-11,tienda_fisica
V011993,S31,P01827,4,4095.28,Plin,2026-08-17,tienda_fisica
V010891,S40,P00421,4,4956.8,Efectivo,2026-07-06,tienda_fisica
V002327,S11,P00508,2,15212.83,tarjeta_credito,2026-04-25,tienda_fisica
V001836,S27,P02619,1,2831.84,YAPE,2026-03-25,tienda_fisica
V007516,S21,P01441,1,6659.92,Transferencia bancaria,2026-06-16,tienda_fisica
V012443,S10,P02535,2,11198.05,TARJETA,2026-01-11,ecommerce
V010084,S12,P00874,1,2704.0,Transferencia bancaria,2026-02-22,tienda_fisica
V012089,S15,P00240,3,21088.64,EFECTIVO,2026-01-16,tienda_fisica
V011420,S20,P01828,4,28576.52,Efectivo,2026-02-06,ecommerce
V013484,S38,P01247,3,16919.46,YAPE,2026-01-10,tienda_fisica
V010006,S13,P01404,1,4844.67,yape,2026-07-13,tienda_fisica
V009472,S06,P01349,4,6331.15,EFECTIVO,2026-01-19,tienda_fisica
V005012,S29,P00182,4,1768.7,EFV,2026-08-01,tienda_fisica
V011315,S11,P01247,3,4058.1,Efectivo,2026-02-05,tienda_fisica
V012766,S15,P01249,4,13376.75,EFECTIVO,2026-02-13,tienda_fisica
V011368,S33,P02627,3,-13363.17,EFV,2026-08-08,tienda_fisica
V005054,S39,P00943,3,9318.99,Transferencia bancaria,2026-06-14,tienda_fisica
V008522,S19,P02951,2,1793.0,EFV,2026-04-01,tienda_fisica
V002958,S10,P02112,2,4421.95,EFECTIVO,2026-06-26,tienda_fisica
V010238,S22,P02314,3,10120.65,TARJETA,2026-07-19,ecommerce
V007360,S40,P02022,2,12506.69,PLIN,2026-03-08,ecommerce
V011202,S27,P00356,2,15440.14,Tarjeta de credito,2026-01-24,ecommerce
V005357,S22,P01382,1,1015.07,EFECTIVO,2026-02-25,tienda_fisica
V005050,S26,P02261,4,29395.23,Plin,2026-08-25,ecommerce
V001788,S18,P02626,2,-7688.88,PLIN,2026-07-28,tienda_fisica
V011440,S07,P02678,2,12562.98,yape,2026-05-12,tienda_fisica
V002271,S28,P00089,2,4929.19,efectivo,2026-02-22,tienda_fisica
V004250,S01,P01380,1,5295.52,Plin,2026-03-16,tienda_fisica
V011585,S06,P02353,4,2939.51,TARJETA,2026-07-15,tienda_fisica
V000817,,P01620,1,1848.46,EFECTIVO,2026-03-27,tienda_fisica
V001600,S16,P01014,4,1585.55,TARJETA,2026-08-05,tienda_fisica
V001168,S26,P01771,2,11042.83,YAPE,2026-06-07,tienda_fisica
V003272,S05,P01767,4,23793.56,transferencia,2026-03-23,tienda_fisica
V009428,S29,P01284,4,16423.26,yape,2026-02-10,tienda_fisica
V005046,S22,P02612,3,4973.03,efectivo,2026-08-11,tienda_fisica
V010596,S13,P02721,1,268.92,EFECTIVO,2026-01-26,tienda_fisica
V006749,S27,P01931,2,9968.99,EFECTIVO,2026-04-28,tienda_fisica
V007664,S12,P02564,3,19918.67,transferencia,2026-01-12,ecommerce
V014981,S34,P00957,4,22497.74,TARJETA,2026-04-21,tienda_fisica
V005714,S34,P02028,2,10691.54,Efectivo,2026-08-20,tienda_fisica
V012567,S12,P01172,2,11158.68,TC,2026-05-27,tienda_fisica
V003734,S24,P00079,3,2240.39,efectivo,2026-04-24,ecommerce
V008294,S31,P01838,1,1158.54,EFECTIVO,2026-05-28,tienda_fisica
V012251,S35,P00712,3,12884.66,PLIN,2026-08-24,tienda_fisica
V011635,S18,P02784,3,15823.16,EFV,2026-04-20,ecommerce
V005854,S08,P02194,3,11362.34,TARJETA,2026-01-24,tienda_fisica
V000637,S30,P01799,3,11480.52,EFECTIVO,2026-06-06,ecommerce
V007526,S33,P01254,4,20315.22,YAPE,2026-05-19,tienda_fisica
V012332,S34,P01955,3,4852.85,Transferencia bancaria,2026-05-16,ecommerce
V000430,S24,P01180,2,4763.18,efectivo,2026-04-15,tienda_fisica
V005419,S40,P01273,3,17055.27,tarjeta_credito,2026-03-03,tienda_fisica
V006734,S36,P00461,1,2062.34,TARJETA,2026-02-08,tienda_fisica
V003104,S01,P02759,2,10109.12,efectivo,2026-07-01,ecommerce
V000515,S25,P01349,3,10609.83,TC,2026-03-01,ecommerce
V013982,S36,P02683,4,2707.35,EFECTIVO,2026-01-13,tienda_fisica
V002798,S15,P02829,4,27817.8,PLIN,2026-04-01,ecommerce
V014667,S23,P00410,2,1195.33,YAPE,2026-04-26,tienda_fisica
V006834,S11,P00529,4,7785.94,Plin,2026-04-08,tienda_fisica
V003138,S22,P00644,2,4937.82,Tarjeta de credito,2026-03-26,tienda_fisica
V000265,S02,P02065,1,1206.22,YAPE,2026-06-04,tienda_fisica
V002019,S18,P01977,2,5566.78,TARJETA,2026-08-16,tienda_fisica
V011607,S22,P02210,4,3850.94,Yape,2026-06-28,tienda_fisica
V014553,S25,P00270,4,8808.84,YAPE,2026-05-25,tienda_fisica
V008542,S32,P02576,2,13661.8,tarjeta,2026-05-19,tienda_fisica
V011873,S28,P01815,2,8067.58,Plin,2026-02-15,tienda_fisica
V004429,S15,P01064,4,25132.6,Transferencia bancaria,2026-05-14,tienda_fisica
V007612,S26,P01854,1,,TC,2026-03-15,tienda_fisica
V010784,S22,P01227,4,1949.06,TARJETA,2026-05-22,tienda_fisica
V014091,S12,P02805,1,2072.76,efectivo,2026-02-16,tienda_fisica
V012198,S13,P00901,3,9605.27,transferencia,2026-02-10,tienda_fisica
V012820,S15,P01082,1,4542.55,tarjeta_credito,2026-06-19,ecommerce
V009932,S22,P02055,3,19454.23,tarjeta_credito,2026-07-19,tienda_fisica
V009184,S11,P00397,2,12222.36,YAPE,2026-03-08,tienda_fisica
V010450,S12,P02623,3,3214.13,efectivo,2026-04-23,tienda_fisica
V005513,S22,P01427,3,4306.9,Efectivo,2026-04-11,ecommerce
V009281,S06,P02293,3,13764.55,Plin,2026-06-20,tienda_fisica
V009488,S14,P01430,3,6087.98,EFV,2026-04-28,tienda_fisica
V013701,S30,P00967,1,5408.8,EFECTIVO,2026-07-12,tienda_fisica
V013222,S28,P01212,2,3549.01,Transferencia bancaria,2026-03-20,tienda_fisica
V001456,S03,P01518,1,296.56,transferencia,2026-02-10,tienda_fisica
V010621,S26,P01935,0,10251.63,PLIN,2026-02-27,tienda_fisica
V003749,,P01820,4,30801.38,Efectivo,2026-07-12,ecommerce
V004131,S13,P01433,1,5361.34,PLIN,2026-04-11,ecommerce
V004614,S16,P01416,4,-22061.6,Efectivo,2026-01-23,tienda_fisica
V009082,S05,P01001,3,8302.95,plin,2026-05-22,tienda_fisica
V007982,S40,P02095,4,8667.01,transferencia,2026-06-27,tienda_fisica
V007454,S06,P02601,4,17359.28,transferencia,17/04/2026,ecommerce
V007143,S26,P00930,4,17525.33,plin,2026-06-28,tienda_fisica
V003979,S20,P02042,4,5973.47,Efectivo,2026-08-04,ecommerce
V012290,S32,P01774,2,4877.54,YAPE,2026-02-18,tienda_fisica
V013160,S22,P01507,3,12309.23,EFV,2026-05-14,ecommerce
V009018,S11,P02983,3,16872.59,EFECTIVO,2026-02-27,tienda_fisica
V014346,S26,P02417,3,720.95,tarjeta,2026-03-16,ecommerce
V010598,S12,P00878,1,2727.76,transferencia,2026-05-03,tienda_fisica
V014803,S24,P00497,1,2180.74,tarjeta,2026-07-15,tienda_fisica
V001878,S02,P00817,4,7619.32,EFV,2026-05-17,tienda_fisica
V007904,S26,P01269,3,5945.54,yape,2026-07-13,tienda_fisica
V000444,S27,P02898,2,7906.22,yape,2026-01-12,tienda_fisica
V008745,S07,P01962,1,6318.11,transferencia,2026-05-25,tienda_fisica
V003427,S17,P01314,1,4916.56,tarjeta,2026-06-28,tienda_fisica
V004012,S20,P00069,3,9644.19,yape,2026-05-10,ecommerce
V007762,S08,P00463,0,15419.42,PLIN,2026-06-16,tienda_fisica
V005549,S13,P02001,2,3253.16,efectivo,2026-04-18,tienda_fisica
V011471,S22,P00003,2,12614.71,PLIN,2026-01-26,tienda_fisica
V011104,S20,P02197,2,594.11,PLIN,2026-04-07,tienda_fisica
V014524,S35,P00631,4,28606.44,transferencia,2026-02-05,tienda_fisica
V006035,S29,P00547,3,19035.6,transferencia,2026-01-03,tienda_fisica
