devolucion_id,pedido_id,sucursal_id,producto_id,motivo,monto_reembolso,fecha_devolucion
D01842,PED002974,S27,P02664,producto_dañado_en_transporte,5452.66,2026-02-03
D01018,PED015769,S28,P00154,no_cumple_expectativas,7328.39,2026-04-19
D02855,PED018091,S31,P00751,envio_incorrecto,2470.84,2026-02-22
D01040,PED017301,S15,P00294,envio_incorrecto,937.55,2026-07-08
D00275,PED004724,S09,P02086,producto_defectuoso,2711.38,2026-06-06
D02300,PED018852,S14,P90341,producto_dañado_en_transporte,1241.4,2026-06-16
D02387,PED008079,S37,P01877,envio_incorrecto,2612.45,2026-01-26
D02448,PED002399,S04,P02942,producto_dañado_en_transporte,866.12,2026-08-06
D00913,PED016199,S23,P00328,envio_incorrecto,4867.35,2026-06-12
D02286,PED001443,S05,P01305,no_cumple_expectativas,1854.89,2026-03-28
D01614,PED008157,S16,P02555,producto_defectuoso,6122.52,2026-01-17
D02132,PED010040,S20,P01086,producto_dañado_en_transporte,6293.01,2026-05-26
D02057,PED008220,S36,P00885,no_cumple_expectativas,370.93,2026-06-24
D01654,PED015251,S13,P02733,producto_defectuoso,6974.75,2026-06-07
D00353,PED005802,S13,P01367,cambio_de_opinion,2084.84,2026-07-11
D03211,PED012473,S11,P02955,producto_dañado_en_transporte,1999.67,2026-02-18
D03245,PED015244,S25,P01339,no_cumple_expectativas,456.78,2026-04-12
D01079,PED018087,S21,P00195,envio_incorrecto,5439.43,2026-05-24
D01534,PED003682,S05,P00632,producto_dañado_en_transporte,5521.1,2026-05-20
D00384,PED007220,S40,P02361,envio_incorrecto,629.61,2026-04-06
D00629,PED011555,S35,P02619,envio_incorrecto,941.86,2026-08-02
D03913,PED018872,S06,P01899,garantia,2052.67,2026-03-16
D01754,PED007904,S24,P00935,,3397.38,2026-05-11
D02028,PED008998,S31,P00587,producto_dañado_en_transporte,2208.6,2026-08-16
D01312,PED019396,S31,P01066,envio_incorrecto,3500.46,2026-02-27
D03022,PED014786,S34,P01370,garantia,1660.58,2026-06-04
D03293,PED017833,S05,P00296,producto_defectuoso,2369.59,2026-06-22
D01639,PED019736,S06,P02428,producto_dañado_en_transporte,5971.2,2026-03-05
D03210,PED006383,S33,P00091,cambio_de_opinion,7821.55,2026-01-16
D00122,PED004847,S17,P00203,cambio_de_opinion,3903.48,2026-04-16
D02883,PED007349,S35,P01157,envio_incorrecto,5061.2,2026-07-10
D03154,PED009292,S19,P01590,cambio_de_opinion,2160.22,2026-03-11
D01984,PED012559,S04,P02402,producto_dañado_en_transporte,2452.84,2026-03-03
D03735,PED004399,S11,P02754,,5196.41,2026-06-13
D01791,PED007517,S31,P01574,producto_dañado_en_transporte,216.04,2026-07-07
D03509,PED013120,S28,P01359,cambio_de_opinion,3579.31,2026-07-02
D00361,PED010906,S40,P02688,no_cumple_expectativas,2066.88,2026-05-26
D00813,PED005539,S20,P01477,envio_incorrecto,6724.05,2026-02-20
D03156,PED013285,S20,P00886,garantia,5037.02,2026-07-21
D00189,PED017929,S26,P00136,cambio_de_opinion,497.91,2026-08-27
D00527,PED015749,S37,P01624,no_cumple_expectativas,7491.18,2026-08-22
D01610,PED016776,S40,P00685,producto_dañado_en_transporte,1307.86,2026-01-09
D01749,PED014927,S27,P02491,garantia,1063.53,2026-05-17
D00598,PED002170,S26,P02577,producto_dañado_en_transporte,4375.47,2026-08-10
D00990,PED009384,S29,P02063,no_cumple_expectativas,7140.47,2026-03-21
D00668,PED001122,S02,P01118,cambio_de_opinion,2952.56,2026-03-13
D03870,PED013563,S28,P02805,producto_dañado_en_transporte,5136.08,2026-02-11
D01254,PED002888,S37,P00933,garantia,3070.49,2026-06-11
D01810,PED001024,S10,P01590,envio_incorrecto,3856.5,2026-02-18
D00578,PED008803,S20,P01192,producto_dañado_en_transporte,7679.32,2026-06-25
D01539,PED015621,S32,P00896,producto_dañado_en_transporte,4582.16,2026-02-27
D00426,PED009644,S32,P01043,cambio_de_opinion,6936.3,2026-07-01
D03760,PED014838,S18,P00433,cambio_de_opinion,5178.71,2026-07-21
D01807,PED016260,S21,P01945,producto_dañado_en_transporte,-6749.99,2026-08-02
D02039,PED013327,S16,P00753,no_cumple_expectativas,7091.82,2026-03-23
D00526,PED015164,S09,P00185,no_cumple_expectativas,5512.17,2026-07-09
D03038,PED018565,S25,P01316,producto_dañado_en_transporte,1681.32,2026-05-13
D02565,PED013769,S19,P01475,producto_defectuoso,4105.06,2026-04-20
D00029,PED009823,S11,P02807,garantia,1748.24,2026-02-26
D03387,PED017085,S21,P02067,envio_incorrecto,598.25,2026-06-27
D01130,PED015724,S34,P02694,producto_defectuoso,4574.77,2026-06-20
D00008,PED018279,S26,P01195,producto_defectuoso,2277.89,2026-08-09
D02873,PED009225,S21,P02289,envio_incorrecto,825.22,2026-07-23
D02816,PED014995,S31,P02863,producto_defectuoso,663.48,2026-01-16
D00862,PED012581,S02,P02705,no_cumple_expectativas,6713.85,2026-01-28
D03901,PED004083,S13,P00840,producto_defectuoso,4999.42,2026-08-27
D01691,PED009079,S29,P00842,producto_defectuoso,6211.6,2026-07-25
D01811,PED006067,S38,P01772,cambio_de_opinion,4035.77,2026-06-25
D03619,PED002843,S28,P02298,garantia,7354.51,2026-02-05
D01624,PED014292,S30,P02009,cambio_de_opinion,7178.4,2026-08-15
D02410,PED011987,S08,P01522,no_cumple_expectativas,1384.13,2026-02-10
D00948,PED000187,S23,P00900,garantia,6733.15,2026-08-23
D00645,PED007183,S15,P01690,cambio_de_opinion,1600.01,2026-08-12
D00074,PED019141,S15,P01512,envio_incorrecto,838.84,2026-05-28
D02349,PED012565,S11,P90197,producto_defectuoso,1579.71,2026-06-23
D01516,PED002861,S02,P00713,cambio_de_opinion,1697.16,2026-05-21
D02446,PED007733,S07,P02692,no_cumple_expectativas,4584.96,2026-02-09
D01801,PED010625,S28,P00152,envio_incorrecto,5606.68,2026-04-23
D02459,PED013518,S32,P01854,producto_dañado_en_transporte,4539.06,2026-04-17
D01282,PED008654,S05,P02476,producto_dañado_en_transporte,3985.93,2026-05-19
D00680,PED015736,S31,P01323,cambio_de_opinion,5834.51,2026-08-23
D01244,PED014372,S21,P00419,no_cumple_expectativas,3651.86,2026-02-15
D01595,PED000604,S40,P02576,envio_incorrecto,6441.35,2026-08-02
D03474,PED011520,S35,P01985,no_cumple_expectativas,6194.42,2026-08-04
D02689,PED018410,S24,P01998,cambio_de_opinion,2936.55,2026-05-26
D02746,PED011935,S40,P01791,producto_defectuoso,5166.39,2026-04-04
D03520,PED001296,S33,P01753,no_cumple_expectativas,7346.56,2026-01-16
D01103,PED011995,S26,P01380,garantia,-7816.44,2026-01-22
D03589,PED013428,S16,P00333,no_cumple_expectativas,3290.78,2026-02-07
D02811,PED012842,S28,P02051,garantia,1453.97,2026-07-12
D02979,PED015083,S35,P00930,producto_defectuoso,2787.47,2026-08-25
D00220,PED015432,S29,P01470,garantia,160.59,2026-06-16
D01265,PED018755,S16,P00341,producto_dañado_en_transporte,618.71,2026-02-12
D03425,PED014242,S08,P01107,no_cumple_expectativas,2018.42,2026-01-01
D03997,PED012989,S31,P01831,envio_incorrecto,831.1,2026-02-28
D03410,PED003132,S22,P00724,garantia,3711.38,2026-06-05
D00688,PED018542,S06,P02276,producto_dañado_en_transporte,6275.48,2026-02-21
D01214,PED002830,S40,P01978,cambio_de_opinion,1441.71,2026-05-19
D03191,,S04,P00292,no_cumple_expectativas,6085.01,2026-08-07
D01633,PED008211,S12,P02016,no_cumple_expectativas,6771.53,2026-04-21
D02714,PED008007,S19,P00677,no_cumple_expectativas,1909.09,2026-06-04
D01381,PED002000,S17,P01428,producto_defectuoso,1215.78,2026-03-26
D03528,PED009560,S19,P00128,garantia,5922.67,2026-03-21
D02953,PED000720,S34,P00790,envio_incorrecto,7500.33,2026-01-17
D00683,PED013508,S33,P02698,garantia,5551.42,2026-01-19
D03818,PED012781,S13,P02863,no_cumple_expectativas,7454.07,2026-04-08
D01048,PED004911,S23,P02697,envio_incorrecto,4756.36,2026-08-01
D01388,PED007207,S02,P00201,producto_defectuoso,4724.94,2026-01-18
D02037,PED017862,S06,P02756,cambio_de_opinion,7934.24,2026-01-06
D03978,PED000158,S37,P00299,cambio_de_opinion,4014.35,2026-04-19
D03599,PED002486,S06,P01110,producto_dañado_en_transporte,3654.81,2026-02-17
D01712,PED004293,S18,P02919,cambio_de_opinion,2852.86,2026-07-21
D03217,PED001088,S04,P00442,producto_dañado_en_transporte,3666.19,2026-08-13
D02438,PED006328,S28,P00295,envio_incorrecto,2691.42,2026-04-05
D02281,PED011536,S04,P02962,no_cumple_expectativas,6416.24,2026-04-08
D02092,PED011143,S04,P02122,no_cumple_expectativas,3927.94,2026-08-02
D01438,PED015798,S17,P00826,garantia,1084.25,2026-08-21
D01081,PED010795,S29,P02077,cambio_de_opinion,3453.53,2026-05-18
D03326,PED013094,S36,P01026,producto_defectuoso,4353.57,2026-02-15
D00669,PED014123,S36,P01318,producto_dañado_en_transporte,7177.76,2026-06-27
D03335,PED003937,S25,P00303,producto_defectuoso,3966.77,2026-07-22
D03441,PED000868,S37,P02395,producto_defectuoso,4325.98,2026-03-11
D01916,PED011459,S11,P02871,garantia,2455.87,2026-04-05
D01645,PED005919,S25,P02191,garantia,6948.82,2026-03-17
D01171,PED012694,S23,P02637,envio_incorrecto,2486.12,2026-07-24
D02846,PED019630,S36,P01464,cambio_de_opinion,6986.55,2026-01-08
D02833,PED005443,S08,P00972,no_cumple_expectativas,2235.5,2026-04-05
D02913,PED017931,S08,P00759,producto_dañado_en_transporte,2165.62,2026-01-25
D03420,PED004784,S39,P02467,producto_dañado_en_transporte,192.9,2026-06-06
D03674,PED000804,S37,P01700,envio_incorrecto,6910.23,2026-07-16
D03513,PED001460,S01,P01636,producto_defectuoso,673.91,2026-01-03
D03047,PED013522,S18,P02560,producto_dañado_en_transporte,5815.84,2026-04-10
D02532,PED004829,S16,P00369,cambio_de_opinion,2638.2,2026-03-08
D02389,PED001353,S14,P02391,no_cumple_expectativas,5329.5,2026-04-17
D01826,PED001881,S11,P02766,producto_defectuoso,4722.75,2026-01-20
D02534,PED013467,S16,P00483,envio_incorrecto,5145.77,2026-07-03
D00672,PED007006,S04,P98286,envio_incorrecto,6868.13,2026-04-19
D00370,PED017741,S21,P02036,envio_incorrecto,2932.71,2026-03-02
D03654,PED009812,S40,P01524,no_cumple_expectativas,2349.2,2026-05-22
D00994,PED011803,S04,P01128,no_cumple_expectativas,3719.6,2026-05-26
D03698,PED013412,S13,P01684,garantia,1666.71,2026-07-06
D03887,PED003105,S40,P00180,no_cumple_expectativas,1445.52,2026-02-27
D03119,PED006571,S24,P01709,no_cumple_expectativas,2418.45,2026-02-04
D02672,PED003035,S16,P00093,envio_incorrecto,2202.7,2026-03-14
D01351,,S23,P00993,envio_incorrecto,7983.97,2026-05-14
D01926,PED010197,S26,P00271,no_cumple_expectativas,6047.04,2026-05-15
D00457,PED006308,S18,P01317,garantia,389.97,2026-05-26
D03548,PED006258,S05,P00672,no_cumple_expectativas,155.1,2026-04-22
D00448,PED016926,S17,P02792,cambio_de_opinion,5377.76,2026-04-15
D01518,PED009731,S24,P00165,no_cumple_expectativas,6560.1,2026-05-25
D03024,PED014259,S21,P02360,envio_incorrecto,3716.8,2026-02-15
D00144,PED007885,S40,P01986,cambio_de_opinion,3218.04,2026-04-09
D00973,PED004498,S20,P02388,no_cumple_expectativas,947.59,2026-08-12
D00740,PED000219,S22,P00761,producto_defectuoso,3438.75,2026-03-25
D02536,PED007585,S32,P00167,producto_defectuoso,3679.47,2026-01-09
D01170,PED017468,S37,P00687,producto_dañado_en_transporte,512.52,2026-02-28
D01043,PED019339,S31,P01287,,5783.92,2026-06-07
D02311,PED000820,S31,P02846,cambio_de_opinion,785.18,2026-04-04
D02939,PED006634,S22,P00345,envio_incorrecto,1566.79,2026-07-22
D00755,PED017671,S16,P02286,garantia,4759.77,2026-02-11
D01559,PED017784,S37,P02675,garantia,7193.33,2026-02-02
D00230,PED004276,S15,P00389,garantia,3455.4,2026-02-04
D02178,PED013493,S05,P00081,cambio_de_opinion,6178.22,2026-04-26
D02653,PED007412,S18,P00226,producto_dañado_en_transporte,1607.19,2026-03-27
D00682,PED019850,S18,P00315,envio_incorrecto,5874.53,2026-03-21
D02874,PED007768,S34,P01442,producto_dañado_en_transporte,3014.15,2026-07-06
D03496,PED018147,S10,P02482,cambio_de_opinion,7912.32,2026-05-18
D03995,PED002977,S05,P02034,producto_dañado_en_transporte,3619.54,2026-05-17
D03637,PED015608,S25,P00149,no_cumple_expectativas,2342.41,2026-02-14
D01839,PED000447,S11,P02398,no_cumple_expectativas,5735.72,2026-06-21
D01582,PED001623,S34,P00694,,4910.13,2026-03-02
D01186,PED014542,S25,P02243,cambio_de_opinion,5713.81,2026-04-21
D00563,PED008121,S03,P02755,envio_incorrecto,7213.27,2026-02-24
D00333,PED007825,S22,P01020,cambio_de_opinion,3269.13,2026-06-21
D03585,PED008887,S37,P01509,envio_incorrecto,4767.52,2026-05-15
D00025,PED018515,S24,P01611,producto_defectuoso,2444.87,2026-02-02
D03971,PED008167,S28,P02730,no_cumple_expectativas,4413.37,2026-02-09
D01131,PED004809,S10,P01057,cambio_de_opinion,2618.17,2026-08-15
D01673,PED018603,S23,P02720,cambio_de_opinion,2160.47,2026-08-14
D01433,PED018433,S14,P01566,no_cumple_expectativas,7058.25,2026-06-25
D01344,PED000144,S29,P02222,producto_dañado_en_transporte,6198.63,2026-07-09
D03533,PED004128,S10,P01844,cambio_de_opinion,1785.12,2026-03-06
D03256,PED014555,S03,P02113,producto_defectuoso,6669.17,2026-08-09
D00207,PED000451,S26,P01461,no_cumple_expectativas,1632.1,2026-05-01
D03647,PED006948,S18,P02334,cambio_de_opinion,4976.24,2026-02-08
D03107,PED009638,S20,P00168,producto_defectuoso,868.43,2026-06-21
D03195,PED016000,S32,P01255,cambio_de_opinion,4938.55,2026-04-20
D01819,PED017601,S08,P02057,producto_defectuoso,7478.58,2026-03-18
D01283,PED004531,S03,P01359,producto_dañado_en_transporte,5254.15,2026-03-11
D03164,PED019218,S35,P00476,producto_dañado_en_transporte,1525.72,2026-01-16
D01422,PED017941,S16,P01731,no_cumple_expectativas,3022.27,2026-04-11
D01796,PED004514,S23,P02550,no_cumple_expectativas,1283.85,2026-02-05
D03074,PED013402,S15,P02032,cambio_de_opinion,7348.48,2026-01-10
D03193,,S03,P01207,envio_incorrecto,7864.34,2026-04-11
D03827,PED019050,S01,P01902,garantia,1015.91,2026-08-02
D03502,PED019075,S40,P02599,cambio_de_opinion,7457.75,2026-05-21
D02777,PED002374,S11,P00951,producto_dañado_en_transporte,452.22,2026-02-21
D03313,PED013380,S35,P00917,producto_defectuoso,4631.82,2026-02-13
D00294,PED014049,S20,P01695,garantia,3101.03,2026-02-24
D01833,PED003723,S24,P00332,producto_defectuoso,1175.73,2026-02-19
D03825,PED003238,S38,P00554,producto_dañado_en_transporte,1724.05,2026-07-13
D00289,PED008525,S04,P01109,envio_incorrecto,1907.01,2026-03-08
D03785,PED004361,S15,P02953,producto_dañado_en_transporte,708.92,2026-02-12
D01276,PED015602,S10,P00608,garantia,2730.41,2026-06-15
D01286,PED004355,S06,P91576,envio_incorrecto,6426.47,2026-08-13
D02148,PED017114,S02,P01605,no_cumple_expectativas,384.62,2026-01-21
D02824,PED011337,S37,P02473,producto_dañado_en_transporte,3788.49,2026-04-16
D02008,PED019214,S10,P01200,envio_incorrecto,4127.54,2026-08-10
D03955,PED011967,S02,P02456,envio_incorrecto,507.05,2026-07-06
D03129,PED008389,S30,P01753,cambio_de_opinion,7733.06,2026-02-04
D03947,PED004771,S11,P02827,envio_incorrecto,6947.36,2026-08-22
D03362,PED008190,S22,P02950,garantia,7138.28,2026-01-15
D00786,PED004974,S26,P02638,no_cumple_expectativas,4363.71,2026-06-07
D03460,PED006610,S25,P01394,producto_dañado_en_transporte,2474.82,2026-06-16
D02582,PED019309,S10,P00931,no_cumple_expectativas,1355.26,2026-02-15
D03367,PED019551,S04,P02851,garantia,6695.93,2026-04-22
D01023,PED003169,S33,P02287,garantia,6173.64,2026-02-02
D02297,PED003370,S31,P00947,envio_incorrecto,5619.09,2026-04-05
D01778,PED005120,S21,P01929,envio_incorrecto,1182.47,2026-06-14
D00086,PED006951,S07,P02306,no_cumple_expectativas,7469.51,2026-08-14
D03085,PED013320,S26,P00865,envio_incorrecto,295.7,2026-01-25
D00072,PED012869,S03,P01642,garantia,5097.26,2026-07-18
D02351,PED012519,S11,P00615,no_cumple_expectativas,7480.71,2026-01-15
D01663,PED015990,S13,P02793,,3721.21,2026-01-16
D00338,PED011015,S37,P02299,producto_defectuoso,952.94,2026-02-21
D02997,PED014521,S24,P01414,no_cumple_expectativas,3202.46,2026-06-25
D00397,PED013744,S22,P02090,envio_incorrecto,7582.89,2026-07-24
D01903,PED012982,S18,P00163,garantia,-1689.93,2026-03-04
D03970,PED001206,S28,P00395,producto_dañado_en_transporte,804.56,2026-08-04
D03625,PED000022,S11,P01850,envio_incorrecto,5794.53,2026-06-06
D03510,PED017867,S05,P01652,producto_defectuoso,4562.51,2026-07-03
D01592,PED008677,S10,P02729,no_cumple_expectativas,1246.98,2026-01-01
D03578,PED000557,S39,P02117,envio_incorrecto,2628.71,2026-08-15
D02640,PED014413,S05,P02933,envio_incorrecto,430.36,2026-04-10
D00912,PED007061,S08,P00953,producto_dañado_en_transporte,6040.64,2026-07-08
D01555,PED015363,S16,P01468,cambio_de_opinion,1645.24,2026-01-12
D00150,PED017939,S14,P01513,envio_incorrecto,4030.09,2026-04-06
D01353,PED005591,S03,P02096,producto_defectuoso,3493.44,2026-03-20
D01146,PED014744,S34,P00247,no_cumple_expectativas,6423.59,2026-01-23
D00770,PED015502,S37,P02999,cambio_de_opinion,1422.52,2026-04-06
D02554,PED019360,S05,P02718,cambio_de_opinion,1704.61,2026-04-06
D03866,PED012079,S12,P02953,,3639.58,2026-08-19
D00229,PED005502,S37,P02017,cambio_de_opinion,5673.72,2026-02-17
D02484,PED012485,S17,P02509,producto_dañado_en_transporte,1776.16,2026-04-05
D02498,PED004223,S02,P00227,no_cumple_expectativas,5958.28,2026-08-22
D01464,PED006625,S20,P00409,no_cumple_expectativas,6721.66,2026-01-13
D01799,PED014388,S31,P01081,no_cumple_expectativas,5929.03,2026-05-21
D00404,PED006431,S02,P01433,,1628.96,2026-04-27
D00470,PED019954,S22,P01469,producto_dañado_en_transporte,3970.22,2026-05-28
D02865,PED013920,S29,P00387,no_cumple_expectativas,5900.05,2026-02-01
D03138,PED002979,S02,P00596,producto_defectuoso,7974.57,2026-04-05
D02606,PED005525,S09,P00339,garantia,4555.35,2026-03-28
D03807,PED017710,S16,P02054,envio_incorrecto,408.52,2026-03-27
D01221,PED018036,S26,P01773,producto_defectuoso,6030.18,2026-05-12
D03103,PED002557,S09,P00580,cambio_de_opinion,2246.92,2026-01-20
D01129,PED018591,S26,P00647,producto_dañado_en_transporte,7227.44,2026-05-18
D02208,PED010255,S32,P00801,producto_dañado_en_transporte,7439.92,2026-03-17
D02215,PED010922,S22,P01642,envio_incorrecto,1839.82,2026-05-10
D00888,PED004601,S35,P01346,no_cumple_expectativas,4121.2,2026-05-10
D02378,PED017617,S30,P00115,producto_defectuoso,7894.21,2026-02-19
D02220,PED004977,S31,P02271,producto_defectuoso,5548.31,2026-06-28
D03484,PED017231,S20,P00796,,7736.6,2026-04-09
D01744,PED008929,S26,P00443,,3260.0,2026-08-13
D00130,PED001848,S05,P00075,garantia,4700.95,2026-02-05
D01008,PED006506,S38,P00283,cambio_de_opinion,3255.85,2026-08-24
D03582,PED001541,S12,P01484,cambio_de_opinion,1162.59,2026-02-19
D00824,PED002532,S10,P02911,producto_defectuoso,5497.23,2026-04-12
D00185,PED017156,S28,P00218,envio_incorrecto,4664.25,2026-03-27
D00525,PED001052,S38,P01018,no_cumple_expectativas,6510.06,2026-01-27
D03021,PED006455,S32,P01738,no_cumple_expectativas,6157.93,2026-07-25
D00102,PED019008,S27,P00866,cambio_de_opinion,5037.28,2026-05-08
D01947,PED000039,S30,P01776,garantia,5670.1,2026-08-22
D03714,PED000975,S40,P00733,producto_defectuoso,7179.02,2026-06-01
D01629,PED002030,S33,P01963,envio_incorrecto,4089.85,2026-03-13
D01515,PED003585,S32,P02542,producto_dañado_en_transporte,1738.12,2026-08-04
D01838,PED006979,S27,P00195,garantia,6451.87,2026-07-04
D02197,,S36,P01111,no_cumple_expectativas,3650.73,2026-02-23
D01940,PED006696,S10,P00256,producto_dañado_en_transporte,5997.34,2026-05-11
D01055,PED007200,S11,P01876,no_cumple_expectativas,2605.01,2026-01-21
D01846,PED008900,S12,P02866,no_cumple_expectativas,3771.1,2026-04-12
D00702,PED014453,S10,P00647,producto_defectuoso,3753.06,2026-01-28
D00529,PED005300,S37,P02791,garantia,6877.02,2026-02-24
D00918,PED003744,S29,P00259,garantia,2764.78,2026-08-21
D02027,PED013089,S17,P02370,garantia,7373.53,2026-04-21
D01474,PED017720,S18,P01552,producto_dañado_en_transporte,3531.52,2026-08-15
D00414,PED002334,S22,P02802,envio_incorrecto,7557.17,2026-07-19
D01421,PED010693,S01,P02100,cambio_de_opinion,5732.15,2026-07-15
D00821,PED000535,S02,P02594,producto_dañado_en_transporte,3073.15,2026-04-12
D03000,PED005086,S34,P01299,cambio_de_opinion,5034.85,2026-03-19
D03019,PED004131,S19,P01244,producto_defectuoso,1787.91,2026-03-22
D03131,PED013017,S31,P00449,producto_defectuoso,809.08,2026-05-03
D02813,PED016236,S31,P02870,producto_dañado_en_transporte,7046.46,2026-06-28
D03017,PED002413,S31,P02849,producto_dañado_en_transporte,2903.71,2026-02-13
D03777,PED011466,S26,P02767,cambio_de_opinion,4477.36,2026-05-04
D02115,PED008496,S18,P00628,no_cumple_expectativas,419.9,2026-06-24
D00807,PED016454,S11,P02292,no_cumple_expectativas,5374.22,2026-04-17
D01100,PED014985,S05,P01205,garantia,6942.33,2026-05-03
D00545,PED006146,S34,P00774,garantia,643.94,2026-07-26
D02492,PED012510,S08,P00832,producto_dañado_en_transporte,5980.78,2026-03-19
D01274,PED002248,S36,P02310,producto_dañado_en_transporte,3256.45,2026-04-06
D02709,PED000782,S01,P01561,no_cumple_expectativas,4459.48,2026-06-20
D01556,PED011761,S24,P02088,no_cumple_expectativas,3052.02,2026-05-09
D00680,PED015736,S31,P01323,cambio_de_opinion,5834.51,2026-08-23
D00211,PED010611,S10,P02536,producto_defectuoso,6423.22,2026-05-16
D03393,PED005418,S06,P01039,producto_defectuoso,7701.89,2026-02-21
D01162,PED018148,S15,P02192,cambio_de_opinion,6898.86,2026-06-09
D02563,PED010199,S24,P02877,producto_defectuoso,2014.95,2026-06-03
D03593,PED018280,S34,P02118,producto_defectuoso,856.77,2026-08-25
D03016,PED002485,S06,P02942,garantia,7721.42,2026-01-10
D02976,PED018173,S29,P01234,producto_defectuoso,3280.85,2026-02-23
D03967,PED001979,S21,P02306,garantia,404.25,2026-02-06
D01456,PED016111,S19,P00123,cambio_de_opinion,6589.17,2026-05-05
D00898,PED015167,S40,P01585,garantia,1650.4,2026-04-20
D02940,PED001770,S33,P01425,producto_dañado_en_transporte,2827.64,2026-02-25
D00686,PED002347,S16,P00220,producto_dañado_en_transporte,3181.35,2026-07-03
D00833,PED010656,S39,P02439,envio_incorrecto,5378.97,2026-04-10
D02732,PED019204,S29,P00202,garantia,6231.75,2026-07-19
D03539,PED009411,S10,P02611,producto_dañado_en_transporte,7957.02,2026-05-23
D02858,PED009882,S33,P02668,garantia,815.73,2026-05-03
D01594,PED012339,S05,P02503,producto_defectuoso,2753.49,2026-04-28
D01551,PED010106,S15,P02390,envio_incorrecto,3126.44,2026-02-05
D01233,PED016832,S29,P00135,garantia,2159.67,2026-08-01
D01151,PED011153,S30,P00296,,5897.25,2026-04-26
D02254,PED005853,S24,P02402,no_cumple_expectativas,4560.16,2026-02-11
D00750,PED003832,S08,P00358,no_cumple_expectativas,4827.64,2026-02-13
D03755,PED012944,S31,P01671,producto_defectuoso,1971.35,2026-03-11
D00986,PED019706,S39,P01693,garantia,4582.92,2026-06-07
D00774,PED018698,S27,P00489,envio_incorrecto,7449.02,2026-03-06
D00476,PED002985,S25,P00193,no_cumple_expectativas,7977.91,2026-01-19
D01640,PED000894,S13,P00510,cambio_de_opinion,7465.09,2026-05-04
D02739,PED016388,S34,P01869,producto_dañado_en_transporte,2276.46,2026-07-27
D00245,PED015777,S14,P01214,envio_incorrecto,1739.29,2026-04-15
D00438,PED004698,S40,P00481,cambio_de_opinion,5382.45,2026-03-17
D03902,PED010786,S33,P02777,garantia,2386.97,2026-07-17
D03370,PED018666,S05,P00727,no_cumple_expectativas,7768.03,2026-08-20
D01825,PED001104,S09,P01656,producto_defectuoso,6306.01,2026-01-14
D03646,PED009036,S39,P00718,producto_defectuoso,3037.6,2026-04-21
D00019,PED004769,S29,P02966,producto_defectuoso,7288.94,2026-08-17
D00317,PED017607,S11,P01120,garantia,2916.71,2026-03-21
D03431,PED007191,S29,P00672,no_cumple_expectativas,182.53,2026-04-19
D00595,PED008263,S31,P00123,envio_incorrecto,4439.01,2026-07-09
D03542,PED006766,S33,P02228,,5428.5,2026-03-27
D03343,PED002758,S25,P02494,cambio_de_opinion,1411.96,2026-07-22
D01440,PED008949,S15,P01536,no_cumple_expectativas,4757.57,2026-01-12
D02570,PED003628,S33,P00237,producto_dañado_en_transporte,6408.43,2026-01-18
D00523,PED007731,S09,P00625,no_cumple_expectativas,1288.85,2026-06-11
D03868,PED016962,S03,P01758,no_cumple_expectativas,6523.72,2026-08-25
D01988,PED002508,S32,P01294,envio_incorrecto,706.28,2026-02-26
D03559,PED007456,S31,P00951,producto_defectuoso,1729.16,2026-06-09
D03437,PED005760,S19,P02702,no_cumple_expectativas,4434.88,2026-01-18
D03958,PED017136,S06,P01244,garantia,7053.78,2026-03-09
D01243,PED011555,S36,P01073,cambio_de_opinion,5967.56,2026-08-17
D03944,PED016708,S15,P01329,cambio_de_opinion,3526.05,2026-01-13
D01209,PED018785,S35,P02286,envio_incorrecto,3243.33,2026-08-19
D02422,PED010797,S01,P00062,producto_dañado_en_transporte,2560.01,2026-02-22
D01408,PED000015,S15,P02776,no_cumple_expectativas,3487.26,2026-02-16
D01772,PED017837,S28,P02349,garantia,1123.62,2026-06-17
D01182,PED009819,S40,P00275,producto_defectuoso,5923.3,2026-08-07
D02066,PED009204,S14,P02580,garantia,4275.78,2026-04-14
D01936,PED004503,S37,P01850,producto_dañado_en_transporte,3178.31,2026-06-28
D00301,PED010714,S25,P01050,producto_defectuoso,722.14,2026-05-05
D03160,PED004037,S16,P02467,cambio_de_opinion,2473.64,2026-02-02
D00513,PED006198,S38,P01097,producto_defectuoso,4455.31,2026-04-03
D03037,PED002140,S32,P00406,no_cumple_expectativas,3372.7,2026-01-17
D03910,PED008765,S27,P02998,producto_dañado_en_transporte,4694.29,2026-06-21
D03146,PED001779,S15,P01959,producto_dañado_en_transporte,5563.41,2026-02-10
D03258,PED012498,S37,P00912,envio_incorrecto,2739.95,2026-04-12
D02020,PED011427,S06,P01328,envio_incorrecto,4134.73,2026-08-24
D03071,PED000765,S01,P01717,producto_dañado_en_transporte,2682.36,2026-03-03
D00562,PED016968,S22,P02501,producto_defectuoso,5236.14,2026-05-13
D03371,PED014191,S19,P01138,cambio_de_opinion,2792.86,2026-08-17
D02747,PED018628,S28,P01068,producto_defectuoso,4023.87,2026-06-22
D02817,PED012646,S15,P02800,envio_incorrecto,2868.28,2026-01-24
D02903,PED019753,S38,P01919,producto_dañado_en_transporte,6287.73,2026-06-04
D01618,PED011999,S38,P00638,producto_defectuoso,1603.21,2026-05-17
